metric,population,runs,mean,median,stdev,iqr,min,max,ci95_lo,ci95_hi
device_proof_gen_ms,1000,200,0.6354249100041898,0.6240789999765184,0.06674090369144302,0.054089249999833555,0.5463920000465805,1.0674410000319767,0.6268000549999897,0.6449635100028672
controller_schnorr_verify_ms,1000,200,2.6765537250014404,2.6521694999814827,0.14784386482746062,0.0807997499805424,2.551892999917982,4.1748169999209495,2.659759744999519,2.6984050550049687
membership_proof_gen_ms,1000,200,0.9095765349991325,0.8919050000031348,0.07004856947453862,0.0335524999854897,0.8545900000171969,1.3823589999901742,0.9004282100005412,0.9194574399964495
membership_proof_verify_ms,1000,200,0.007975780000037958,0.007383500019386702,0.0032599173165787382,0.00014675001125397102,0.0071959999559112475,0.03598899991175131,0.007592059997705292,0.008462054992719459
full_onboarding_ms,1000,200,10.113275965003368,9.518071499940106,1.2314375050482393,1.2918465000097967,9.057202000008147,14.93425900002876,9.954924230005417,10.282334055005435
first_contact_onboarding_ms,1000,200,17.656715345002567,17.45402100004867,1.0154869843511316,1.007234249954081,16.522597000061978,24.33902199993554,17.5222262750043,17.80592963999993
returning_onboarding_ms,1000,200,9.789296290002198,9.661524000023292,0.568553179881632,0.4973059999429097,9.204478000015115,13.773966000030669,9.714914544998123,9.87069024501011
